,Date,Adj Close,sentiment
0,2018-01-02,320.5299987792969,0.37583333333333335
1,2018-01-03,317.25,0.21833333333333327
2,2018-01-04,314.6199951171875,0.18516666666666665
3,2018-01-05,316.5799865722656,-0.1
4,2018-01-08,336.4100036621094,0.19
5,2018-01-09,333.69000244140625,0.25681818181818183
6,2018-01-10,334.79998779296875,0.21833333333333332
7,2018-01-11,337.95001220703125,0.02473304473304473
8,2018-01-12,336.2200012207031,-0.05190476190476192
9,2018-01-16,340.05999755859375,-0.13424242424242422
10,2018-01-17,347.1600036621094,0.03333333333333333
11,2018-01-18,344.57000732421875,0.2592526455026455
12,2018-01-19,350.0199890136719,0.234
13,2018-01-22,351.55999755859375,0.135
14,2018-01-23,352.7900085449219,0.13555555555555554
15,2018-01-24,345.8900146484375,0.019047619047619046
16,2018-01-25,337.6400146484375,0.08055555555555555
17,2018-01-26,342.8500061035156,-0.2685185185185185
18,2018-01-29,349.5299987792969,-0.010545454545454549
19,2018-01-30,345.82000732421875,0.265
20,2018-02-01,349.25,-0.33968750000000003
21,2018-02-02,343.75,-0.13356060606060605
22,2018-02-05,333.1300048828125,-0.0528308596165739
23,2018-02-06,333.9700012207031,0.1003030303030303
24,2018-02-07,345.0,-0.27125
25,2018-02-08,315.2300109863281,0.09392857142857143
26,2018-02-09,310.4200134277344,0.13499999999999998
27,2018-02-12,315.7300109863281,0.28196969696969704
28,2018-02-13,323.6600036621094,0.18506944444444445
29,2018-02-14,322.30999755859375,0.09932539682539683
30,2018-02-15,334.07000732421875,0.11179545454545456
31,2018-02-16,335.489990234375,0.0678787878787879
32,2018-02-20,334.7699890136719,-0.026111111111111102
33,2018-02-21,333.29998779296875,0.04132575757575757
34,2018-02-22,346.1700134277344,0.06406926406926408
35,2018-02-23,352.04998779296875,0.14047811447811448
36,2018-02-26,357.4200134277344,0.17523809523809522
37,2018-02-27,350.989990234375,-0.0575454545454545
38,2018-03-01,330.92999267578125,0.0608333333333333
39,2018-03-02,335.1199951171875,0.14192857142857146
40,2018-03-05,333.3500061035156,-0.0050000000000000044
41,2018-03-06,328.20001220703125,-0.215
42,2018-03-07,332.29998779296875,0.11
43,2018-03-08,329.1000061035156,0.11285714285714285
44,2018-03-09,327.1700134277344,-0.035416666666666666
45,2018-03-12,345.510009765625,-0.010666666666666665
46,2018-03-13,341.8399963378906,0.17333333333333334
47,2018-03-14,326.6300048828125,-0.014666666666666672
48,2018-03-15,325.6000061035156,0.09454545454545453
49,2018-03-16,321.3500061035156,0.1780909090909091
50,2018-03-19,313.55999755859375,0.16899999999999998
51,2018-03-20,310.54998779296875,0.0763888888888889
52,2018-03-21,316.5299987792969,0.15916666666666668
53,2018-03-22,309.1000061035156,-0.0040000000000000036
54,2018-03-23,301.5400085449219,0.2291038961038961
55,2018-03-26,304.17999267578125,0.07833333333333334
56,2018-03-27,279.17999267578125,0.22027777777777785
57,2018-03-28,257.7799987792969,-0.12479166666666665
58,2018-03-29,266.1300048828125,0.04515151515151515
59,2018-04-02,252.47999572753906,0.00803571428571427
60,2018-04-03,267.5299987792969,0.05944444444444445
61,2018-04-04,286.94000244140625,-0.07054834054834055
62,2018-04-05,305.7200012207031,0.21133333333333326
63,2018-04-06,299.29998779296875,-0.05
64,2018-04-09,289.6600036621094,0.14863636363636362
65,2018-04-10,304.70001220703125,-0.13666666666666666
66,2018-04-11,300.92999267578125,-0.04416666666666667
67,2018-04-12,294.0799865722656,0.05001058201058202
68,2018-04-13,300.3399963378906,0.02725108225108226
69,2018-04-16,291.2099914550781,-0.03611111111111112
70,2018-04-17,287.69000244140625,0.08904040404040403
71,2018-04-18,293.3500061035156,0.12999999999999998
72,2018-04-19,300.0799865722656,-0.03212121212121212
73,2018-04-20,290.239990234375,0.007231481481481486
74,2018-04-23,283.3699951171875,0.4350000000000001
75,2018-04-24,283.4599914550781,0.2966666666666667
76,2018-04-25,280.69000244140625,-0.11766666666666666
77,2018-04-26,285.4800109863281,-0.0033333333333333296
78,2018-04-27,294.0799865722656,0.02
79,2018-05-01,299.9200134277344,-0.000666666666666671
80,2018-05-02,301.1499938964844,-0.13644444444444442
81,2018-05-03,284.45001220703125,0.18566666666666665
82,2018-05-04,294.0899963378906,0.1878282828282828
83,2018-05-07,302.7699890136719,0.1372857142857143
84,2018-05-08,301.9700012207031,0.17839285714285716
85,2018-05-09,306.8500061035156,0.07356060606060606
86,2018-05-10,305.0199890136719,-0.07802857142857142
87,2018-05-11,301.05999755859375,0.1930681818181818
88,2018-05-14,291.9700012207031,0.004966329966329961
89,2018-05-15,284.17999267578125,0.0657142857142857
90,2018-05-16,286.4800109863281,0.04492424242424243
91,2018-05-17,284.5400085449219,0.09533333333333334
92,2018-05-18,276.82000732421875,0.2333333333333333
93,2018-05-21,284.489990234375,-0.02387878787878788
94,2018-05-22,275.010009765625,0.2408712121212121
95,2018-05-23,279.07000732421875,0.11666666666666665
96,2018-05-24,277.8500061035156,0.07404761904761904
97,2018-05-25,278.8500061035156,0.14221088435374146
98,2018-05-29,283.760009765625,-0.11166666666666666
99,2018-05-30,291.7200012207031,0.1101212121212121
100,2018-06-01,291.82000732421875,0.16083333333333333
101,2018-06-04,296.739990234375,0.1511496598639456
102,2018-06-05,291.1300048828125,0.06699999999999999
103,2018-06-06,319.5,0.1375
104,2018-06-07,316.0899963378906,-0.007500000000000009
105,2018-06-08,317.6600036621094,0.10975
106,2018-06-11,332.1000061035156,0.15015151515151515
107,2018-06-12,342.7699890136719,0.1576111111111111
108,2018-06-13,344.7799987792969,-0.03123015873015873
109,2018-06-14,357.7200012207031,-0.18541666666666667
110,2018-06-15,358.1700134277344,-0.18539682539682545
111,2018-06-18,370.8299865722656,0.044000000000000004
112,2018-06-19,352.54998779296875,0.027467532467532463
113,2018-06-20,362.2200012207031,0.04
114,2018-06-21,347.510009765625,-0.09777777777777777
115,2018-06-22,333.6300048828125,0.13142857142857145
116,2018-06-25,333.010009765625,0.18895238095238093
117,2018-06-26,342.0,0.2268055555555556
118,2018-06-27,344.5,0.09361904761904764
119,2018-06-28,349.92999267578125,0.29666666666666675
120,2018-06-29,342.95001220703125,0.03555555555555555
121,2018-07-02,335.07000732421875,0.04375
122,2018-07-03,310.8599853515625,-0.03283333333333333
123,2018-07-05,309.1600036621094,-0.3242751322751323
124,2018-07-06,308.8999938964844,-0.385
125,2018-07-09,318.510009765625,-0.07879365079365079
126,2018-07-10,322.4700012207031,-0.1271401515151515
127,2018-07-11,318.9599914550781,0.11092460317460318
128,2018-07-12,316.7099914550781,0.06900183150183152
129,2018-07-13,318.8699951171875,0.05113095238095237
130,2018-07-16,310.1000061035156,0.21583333333333327
131,2018-07-17,322.69000244140625,0.17708333333333334
132,2018-07-18,323.8500061035156,0.12966666666666665
133,2018-07-19,320.2300109863281,0.16666666666666666
134,2018-07-20,313.5799865722656,0.12546031746031744
135,2018-07-23,303.20001220703125,-0.007500000000000005
136,2018-07-24,297.42999267578125,-0.08148809523809522
137,2018-07-25,308.739990234375,0.12452380952380952
138,2018-07-26,306.6499938964844,0.10644444444444444
139,2018-07-27,297.17999267578125,0.060714285714285735
140,2018-07-30,290.1700134277344,0.1260952380952381
141,2018-08-01,300.8399963378906,0.08780092592592594
142,2018-08-02,349.5400085449219,0.25442424242424244
143,2018-08-03,348.1700134277344,0.0001601731601731604
144,2018-08-06,341.989990234375,0.202936507936508
145,2018-08-07,379.57000732421875,0.02375
146,2018-08-08,370.3399963378906,-0.08196969696969696
147,2018-08-09,352.45001220703125,0.02411111111111111
148,2018-08-10,355.489990234375,0.034444444444444444
149,2018-08-13,356.4100036621094,0.09166666666666667
150,2018-08-14,347.6400146484375,0.03279761904761904
151,2018-08-15,338.69000244140625,-0.008333333333333331
152,2018-08-16,335.45001220703125,0.1196861471861472
153,2018-08-17,305.5,0.08722222222222223
154,2018-08-20,308.44000244140625,0.16666666666666666
155,2018-08-21,321.8999938964844,0.1560952380952381
156,2018-08-22,321.6400146484375,0.17115384615384616
157,2018-08-23,320.1000061035156,0.0008522727272727293
158,2018-08-24,322.82000732421875,0.22866666666666666
159,2018-08-27,319.2699890136719,0.11785714285714285
160,2018-08-28,311.8599853515625,0.12363636363636366
161,2018-08-29,305.010009765625,0.09944444444444443
162,2018-08-30,303.1499938964844,-0.022301587301587315
163,2018-09-04,288.95001220703125,0.09868686868686867
164,2018-09-05,280.739990234375,0.40821969696969695
165,2018-09-06,280.95001220703125,-0.003571428571428567
166,2018-09-07,263.239990234375,0.14685978835978836
167,2018-09-10,285.5,0.2062433862433862
168,2018-09-11,279.44000244140625,0.11
169,2018-09-12,290.5400085449219,0.021428571428571432
170,2018-09-13,289.4599914550781,0.3274949494949495
171,2018-09-14,295.20001220703125,0.2336363636363636
172,2018-09-17,294.8399963378906,0.19294372294372303
173,2018-09-18,284.9599914550781,0.041748917748917744
174,2018-09-19,299.0199890136719,0.07174603174603175
175,2018-09-20,298.3299865722656,0.06004004329004329
176,2018-09-21,299.1000061035156,-0.05850000000000001
177,2018-09-24,299.67999267578125,0.07333333333333332
178,2018-09-25,300.989990234375,0.2726388888888889
179,2018-09-26,309.5799865722656,0.02227272727272728
180,2018-09-27,307.5199890136719,0.024090909090909086
181,2018-09-28,264.7699890136719,0.22475
182,2018-10-01,310.70001220703125,0.07255555555555558
183,2018-10-02,301.0199890136719,0.14325757575757575
184,2018-10-03,294.79998779296875,0.035277777777777776
185,2018-10-04,281.8299865722656,-0.06714646464646462
186,2018-10-05,261.95001220703125,0.08588095238095235
187,2018-10-08,250.55999755859375,0.1098095238095238
188,2018-10-09,262.79998779296875,0.31075
189,2018-10-10,256.8800048828125,-0.10416666666666666
190,2018-10-11,252.22999572753906,0.094
191,2018-10-12,258.7799987792969,0.09125
192,2018-10-15,259.5899963378906,0.34214285714285714
193,2018-10-16,276.5899963378906,0.010551587301587312
194,2018-10-17,271.7799987792969,0.06467532467532466
195,2018-10-18,263.9100036621094,0.2048888888888889
196,2018-10-19,260.0,0.023333333333333324
197,2018-10-22,260.95001220703125,0.06666666666666668
198,2018-10-23,294.1400146484375,0.0806619769119769
199,2018-10-24,288.5,0.17936363636363634
200,2018-10-25,314.8599853515625,0.2489166666666667
201,2018-10-26,330.8999938964844,0.16395833333333334
202,2018-10-29,334.8500061035156,0.20166666666666666
203,2018-10-30,329.8999938964844,-0.1127878787878788
204,2018-11-01,344.2799987792969,0.18996031746031747
205,2018-11-02,346.4100036621094,0.02384090909090909
206,2018-11-05,341.3999938964844,0.021818181818181803
207,2018-11-06,341.05999755859375,0.15333333333333332
208,2018-11-07,348.1600036621094,-0.081010101010101
209,2018-11-08,351.3999938964844,0.14598484848484847
210,2018-11-09,350.510009765625,0.3166666666666667
211,2018-11-12,331.2799987792969,0.024222222222222218
212,2018-11-13,338.7300109863281,0.19285714285714284
213,2018-11-14,344.0,0.2929034391534392
214,2018-11-15,348.44000244140625,0.10516666666666667
215,2018-11-16,354.30999755859375,-0.02687734487734488
216,2018-11-19,353.4700012207031,0.25
217,2018-11-20,347.489990234375,0.15375
218,2018-11-21,338.19000244140625,0.047
219,2018-11-23,325.8299865722656,0.0
220,2018-11-26,346.0,-0.010389610389610405
221,2018-11-27,343.9200134277344,0.059722222222222225
222,2018-11-28,347.8699951171875,0.08316666666666668
223,2018-11-29,341.1700134277344,-0.02967171717171716
224,2018-12-03,358.489990234375,-0.06625
225,2018-12-04,359.70001220703125,-0.04106060606060606
226,2018-12-06,363.05999755859375,0.10166666666666667
227,2018-12-07,357.9700012207031,0.12072285353535353
228,2018-12-10,365.1499938964844,0.22054545454545446
229,2018-12-11,366.760009765625,-0.013333333333333345
230,2018-12-12,366.6000061035156,-0.10214285714285712
231,2018-12-13,376.7900085449219,0.17444444444444446
232,2018-12-14,365.7099914550781,0.3357333333333333
233,2018-12-17,348.4200134277344,-0.21571428571428572
234,2018-12-18,337.0299987792969,-0.1215858585858586
235,2018-12-19,332.9700012207031,-0.07683333333333334
236,2018-12-20,315.3800048828125,0.053932659932659936
237,2018-12-21,319.7699890136719,-0.4096969696969698
238,2018-12-24,295.3900146484375,0.1908843537414966
239,2018-12-26,326.0899963378906,0.04233333333333332
240,2018-12-27,316.1300048828125,-0.024
241,2018-12-28,333.8699951171875,-0.18640873015873013
